Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,variety,winery,taster_name,taster_twitter_handle,title
127902,Moldova,"This blend of Rara Neagra and Malbec has aromas of black raspberry, black cherry and spice. There are flavors of black plum and vanilla toast with rounded tannins.",Vinohora Rara Neagra-Malbec,89,16.0,Moldova,,,Red Blend,Purcari,Jeff Jenssen,@worldwineguys,Purcari 2014 Vinohora Rara Neagra-Malbec Red (Moldova)
127903,US,"A big but mild-mannered wine, this has subtle oak and butter aromas plus ripe pear, butterscotch and white-peach flavors. A nicely thick texture carries all the complexity through the finish.",Vintner's Reserve,89,17.0,California,California,California Other,Chardonnay,Kendall-Jackson,Jim Gordon,@gordone_cellars,Kendall-Jackson 2014 Vintner's Reserve Chardonnay (California)
127904,Italy,"Aromas that suggest wood shop, coffee, pressed violet and star anise lead the nose while the tightly wound palate offers dried black cherry, licorice and toast. Close-grained tannins leave a mouth-drying finish. Drink after 2019.",,89,,Tuscany,Brunello di Montalcino,,Sangiovese,La Gerla,Kerin O’Keefe,@kerinokeefe,La Gerla 2011  Brunello di Montalcino
127905,Italy,"Densely concentrated, this opens with aromas of baked plum, vanilla, espresso, oak and fresh mushroom. The robust, extremely ripe palate doles out stewed prune, blackberry jam and licorice while firm, close-grained tannins provide support.",Il Divasco Riserva,89,65.0,Tuscany,Brunello di Montalcino,,Sangiovese,La Rasina,Kerin O’Keefe,@kerinokeefe,La Rasina 2010 Il Divasco Riserva  (Brunello di Montalcino)
127906,Canada,"This blends Dijon clones 76 and 96, and is partially barrel fermented. The spicy nose sharpens the palate with pine needle aromas, and the flavors follow. It's a precise wine, showing pine and mineral more than fruit.",Reserve,89,18.0,British Columbia,Okanagan Valley,,Chardonnay,Township 7,Paul Gregutt,@paulgwine ,Township 7 2014 Reserve Chardonnay (Okanagan Valley)
127907,US,Reduced and extracted aromas burn off over time to unveil a full-bodied expression of juicy red fruit and cedar that opens in the glass. It finishes in tea and leather.,,89,39.0,California,Los Carneros,Napa-Sonoma,Pinot Noir,V. Sattui,Virginie Boone,@vboone,V. Sattui 2013 Pinot Noir (Los Carneros)
127908,Italy,"Charred earth, leafy underbrush, prune marinated in spirits and grilled herbs come together in the glass. The warm, evolved palate shows blackberry jam, dried cherry, licorice and the heat of evident alcohol alongside bracing tannins. Give the tannins a few more years to soften then drink sooner rather than later to capture the remaining fruit.",Vigna del Lago,89,107.0,Tuscany,Brunello di Montalcino,,Sangiovese,Val di Suga,Kerin O’Keefe,@kerinokeefe,Val di Suga 2010 Vigna del Lago  (Brunello di Montalcino)
127909,US,"Quite dark in the glass, this is a lush rather than lithe expression of the shapeshifting grape, with bright boysenberry, black plum, uncrushed peppercorn, soy, roast beef and espresso aromas. Black pepper shows on the palate, but blueberry and blackberry fruits dominate, boosted by a touch of dark chocolate and presented with solid acidic sizzle.",Reserve,89,46.0,California,Paso Robles,Central Coast,Cabernet Franc,Villa San Juliette,Matt Kettmann,@mattkettmann,Villa San Juliette 2013 Reserve Cabernet Franc (Paso Robles)
127910,France,"Bringing together fruit from the different soils of Pouilly Fumé, this rich wine offers pear and apricot flavors as well as a strong citrus element. It also is a smoky, steely wine with a firm texture that underlies the fruit. Drink from 2017.",,89,,Loire Valley,Pouilly-Fumé,,Sauvignon Blanc,Villebois,Roger Voss,@vossroger,Villebois 2014  Pouilly-Fumé
127911,Turkey,"This wine is red-violet in colour and has a nose of raspberry and fennel. There is a nice interplay of medium-weight tannins and bright acidity, with flavors of cranberry, tart cherry, chocolate and flint. The zesty finish is followed by the lingering presence of soft tannins on the tongue and gums.",,89,21.0,Turkey,,,Boğazkere,Yazgan,Mike DeSimone,@worldwineguys,Yazgan 2014 Boğazkere (Turkey)
127912,US,"HandCraft has been consistently good with this grape, and this complex wine is another excellent example. Intriguing aromas of wood smoke and rosemary lead to concentrated fruit flavors like pomegranate and cranberry. The mouthfeel is layered and nicely tannic, and flavors seem to go deep.",Artisan Collection,89,12.0,California,California,California Other,Malbec,HandCraft,Jim Gordon,@gordone_cellars,HandCraft 2014 Artisan Collection Malbec (California)
127913,US,"Softly layered in integrated oak, this 100% varietal wine dances in raspberry, citrus and leather, with a touch of tar. Full bodied, it's a reserve-level wine that may open further in the bottle and glass.",Wallace Creek Vineyards Reserve,89,36.0,California,Dry Creek Valley,Sonoma,Syrah,Francis Ford Coppola,Virginie Boone,@vboone,Francis Ford Coppola 2012 Wallace Creek Vineyards Reserve Syrah (Dry Creek Valley)
127914,US,"Mancini has 20% Carignane field-blended within, and shows burly, thick black fruit at its core. Integrated oak supports black cherry and pepper. A dustiness on the palate that finishes ripe.",Mancini Vineyard Reserve Century Old Vines,89,34.0,California,Russian River Valley,Sonoma,Zinfandel,Miro,Virginie Boone,@vboone,Miro 2013 Mancini Vineyard Reserve Century Old Vines Zinfandel (Russian River Valley)
127915,France,"This wine is structured, firm and has a mineral, tight texture. It also offers plenty of red apples, green plums and a touch of apricot. However, with its nervy edge the wine needs to age; drink from 2017.",Le Charmois Premier Cru,89,40.0,Burgundy,Saint-Aubin,,Chardonnay,Au Pied du Mont Chauve,Roger Voss,@vossroger,Au Pied du Mont Chauve 2012 Le Charmois Premier Cru  (Saint-Aubin)
127916,Hungary,"This cherry-red wine is made from 100% Kadarka and has aromas of cherry, dried cherry, black pepper and cherry cola. It greets the palate with tastes of dark chocolate and tart dried cherry while finishingly lively.",,89,28.0,Villány,,,Kadarka,Bock,Jeff Jenssen,@worldwineguys,Bock 2013 Kadarka (Villány)
127917,US,"Baked strawberry, stewed peppercorns and incense show on the peppery nose of this wine from veteran vintner Chuck Carlson's personal label. The flavors are darker than expected, with dried blueberry, boysenberry, beef char, cracked black pepper, tobacco and a touch of leather.",,89,30.0,California,Santa Ynez Valley,Central Coast,Cabernet Franc,Carlson,Matt Kettmann,@mattkettmann,Carlson 2012 Cabernet Franc (Santa Ynez Valley)
127918,Bulgaria,"This Kosher red blend from Bulgaria is comprised of 55% Merlot, 35% Cabernet Sauvignon, 5% Rubin and 5% Mavrud. It has aromas of cranberry, pomegranate and dried Mediterranean herbs. It's flavored with black plum and dark cherry and presents the palate with a well-rounded, soft tannin finish.",Via Diagonalis,89,20.0,Thracian Valley,,,Red Blend,Castra Rubra,Jeff Jenssen,@worldwineguys,Castra Rubra 2010 Via Diagonalis Red (Thracian Valley)
127919,Italy,"Aromas that recall sugared plum, espresso, toast and underbrush lead the way on this robust wine. The densely concentrated palate offers stewed prune, vanilla, mocha, coffee and toasted oak alongside grainy tannins that leave a teeth-coating, tongue-drying finish. It's extremely ripe and you'll also detect the warmth of alcohol on close.",Riserva,89,128.0,Tuscany,Brunello di Montalcino,,Sangiovese,Cava d'Onice,Kerin O’Keefe,@kerinokeefe,Cava d'Onice 2010 Riserva  (Brunello di Montalcino)
127920,Italy,"Aromas of mature dark-skinned fruit, espresso, baked plum and grilled porcini lead the nose. The tight, taut palate delivers fleshy Morello cherry, blackberry clove and licorice while close-grained tannins leave an assertive, tongue drying finish.",,89,62.0,Tuscany,Brunello di Montalcino,,Sangiovese,Cava d'Onice,Kerin O’Keefe,@kerinokeefe,Cava d'Onice 2011  Brunello di Montalcino
127921,US,"This wine features tempting clove, black cherry and pomegranate flavors. It has great balance, an easygoing texture and a clean, fruity finish. It's medium to full bodied, but the oaky flavors and tannins stay well within bounds.",,89,14.0,California,Lake County,,Syrah,Shooting Star,Jim Gordon,@gordone_cellars,Shooting Star 2012 Syrah (Lake County)
127922,Argentina,"A lot of raisin and licorice on the nose hint at overripeness, but there's also a fair amount of minty green. The palate feel is wide and chunky, but soft, with prune and baked berry flavors. Raisin, chocolate and coffee are present on the jammy finish.",Alberto Furque,86,,Mendoza Province,Uco Valley,,Syrah,Bodega Aconquija,Michael Schachner,@wineschach,Bodega Aconquija 2006 Alberto Furque Syrah (Uco Valley)
127923,US,"A bit shy, but some air will help coax out aromas of vanilla and cherry jam. The palate has medium acid and the faintest whiff of tannins while some leather and horse notes come out on the short-to-medium finish. Well done in an easy-drinking, crowd-pleasing style.",Josie's Knoll Reserve,86,19.0,Virginia,Monticello,,Merlot,Lovingston,,,Lovingston 2006 Josie's Knoll Reserve Merlot (Monticello)
127924,US,"Ripe and dry, with smooth flavors of cherries, violets, plum sauce, carob and spice. But turns bitter and sharp toward the finish, with an espresso scour.",Stagecoach Vineyard,86,40.0,California,Napa Valley,Napa,Merlot,Miner,,,Miner 2005 Stagecoach Vineyard Merlot (Napa Valley)
127925,France,"A somewhat simple though well-balanced wine with scents of baby powder, cocoa dust, black cherry and raspberry. The palate shows a bit more heft with notes of purple flowers and soft plum guts. Juicy and approachable with soft tannins and a medium-length finish.",,86,16.0,Languedoc-Roussillon,Côtes du Roussillon Villages,,Rhône-style Red Blend,Château de Jau,Lauren Buzzeo,@laurbuzz,Château de Jau 2006 Red (Côtes du Roussillon Villages)
127926,Chile,"The source for this wine is now Limarí, and it offers plenty of barrel toast to go with stemmy apple and peach aromas. There's a lot of acidity here, so expect racy, almost sour citrus and apple flavors in front of a long, aggressive finish.",Marques de Casa Concha,86,19.0,Limarí Valley,,,Chardonnay,Concha y Toro,Michael Schachner,@wineschach,Concha y Toro 2008 Marques de Casa Concha Chardonnay (Limarí Valley)
127927,US,"Heady aromas of Cointreau, licorice and black fruit are backed up by a rich palate of raspberry and tropical nuts. This readily likeable wine is moderately crisp and shows a fine tannin structure. Try with Swiss steak. Best now to 2011.",Cabernet Franc-Lemberger,86,18.0,New York,Finger Lakes,Finger Lakes,Red Blend,Anthony Road,,,Anthony Road 2007 Cabernet Franc-Lemberger Red (Finger Lakes)
127928,US,"Very dry, tannic and acidic, in the manner of Barbera, a wine that's not offering much charm now. Fans of the variety will like its unrelieved austerity. The flavors of are blackberries and espresso.",Monarch Mine Vineyard,86,25.0,California,Sierra Foothills,Sierra Foothills,Barbera,Easton,,,Easton 2007 Monarch Mine Vineyard Barbera (Sierra Foothills)
127929,US,"A little rough around the edges, but this two-county Cabernet shows plenty of varietal character. It's dry, full-bodied and tannic, with good blackberry and currant flavors. Drink now.",,86,20.0,California,Napa-Sonoma,Napa-Sonoma,Cabernet Sauvignon,Tudal,,,Tudal 2007 Cabernet Sauvignon (Napa-Sonoma)
127930,Chile,"A bit on the heavy and stewed side, but good in terms of fruit content. The feel is rich, rubbery and tannic, while the flavors run toward medicinal, syrupy berry fruit and then a warm, lightly baked sweetness on the finish. Ripe and rugged Chilean Cabernet.",,86,17.0,Maipo Valley,,,Cabernet Sauvignon,Koyle,Michael Schachner,@wineschach,Koyle 2007 Cabernet Sauvignon (Maipo Valley)
127931,US,"A touch of raisins and raisinskin bitterness compromises this wine. Other than that, it's bone dry and tannic, with exuberant blackberry, black currant and dark chocolate flavors.",,86,25.0,California,Alexander Valley,Sonoma,Cabernet Sauvignon,La Storia,,,La Storia 2006 Cabernet Sauvignon (Alexander Valley)
127932,US,Enticing aromas of raspberry and cherry cordial open up this crisp Merlot from the North Fork. There's a decent level of intensity in the mouth and medium body. Coffee and sawdust dominate the short-to-medium finish. Drink now to two years.,,86,18.0,New York,North Fork of Long Island,Long Island,Merlot,Martha Clara,,,Martha Clara 2007 Merlot (North Fork of Long Island)
127933,US,"Several years of aging has brought out some nice leather and barnyard tones that blend well with the raspberry and cherry fruit. Pleasant vanilla notes grace the moderately long and gripping finish. Although it was quite pretty when first opened, this wine declines in the glass and should therefore be drunk up as soon as possible. Try with smoked meats.",Estate Bottled,86,25.0,New York,North Fork of Long Island,Long Island,Merlot,Raphael,,,Raphael 2001 Estate Bottled Merlot (North Fork of Long Island)
127934,US,"The exceptional sweetness of this dessert wine goes a long way to mask its flaws. Once the palate has enjoyed the waves of honey, caramel and chocolate, it notices that the actual grape flavors of blackberries are a bit weak and finish fast. Would benefit enormously from greater concentration of fruit.",Doce Da Alma,86,38.0,California,Santa Ynez Valley,Central Coast,Syrah,Sunstone,,,Sunstone 2006 Doce Da Alma Syrah (Santa Ynez Valley)
127935,Argentina,"Sweet and properly ripe, with just a touch of medicinal mint on the nose. The palate is concentrated and clean, with solid blackberry and plum flavors. Mellow and relatively smooth on the finish. Perfectly appropriate for everyday consumption; 50% Malbec and 50% Cab Sauvignon.",,86,10.0,Mendoza Province,Mendoza,,Malbec-Cabernet Sauvignon,Sur de los Andes,Michael Schachner,@wineschach,Sur de los Andes 2007 Malbec-Cabernet Sauvignon (Mendoza)
127936,US,"Ambitious and concentrated, with an inky color and a juicy, mouthwatering palate framed by mature blackberry and raspberry fruit. A pronounced char note on the nose follows through to a medium, slightly tart finish. Try with barbecued pork belly. Already showing signs of earthy maturity, this wine is unlikely to benefit from further aging though the firm acid will allow it to keep another year or two.",,86,35.0,Missouri,Missouri,,Norton,Mount Pleasant Winery,,,Mount Pleasant Winery 2006 Norton (Missouri)
127937,Argentina,"Quite creamy and sweet on the nose, with marshmallow and candy aromas that are not that convincing. Solid in the mouth, with herbal fruit, chocolate and plump tannins, body and extract. Better in terms of mouthfeel and concentration than flavor. Malbec, with Cabernet, Syrah and Petit Verdot.",Atemporal,86,22.0,Mendoza Province,Mendoza,,Red Blend,Alta Vista,Michael Schachner,@wineschach,Alta Vista 2007 Atemporal Red (Mendoza)
